CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
288,IPC,379,1,1
289,IPC,379,1,1
290,IPC,457,1,1
291,IPC,379,1,1
292,ITACT,66D,1,1
293,IPC,323,1,1
294,IPC,363,1,1
295,IPC,498A,1,1
296,IPC,457,1,1
297,IPC,379A,1,1
298,IPC,379,1,1
299,IPC,392,1,1
300,IPC,379,1,1
301,IPC,384,1,1
302,ITACT,66D,1,1
303,IPC,379A,1,1
304,IPC,457,1,1
305,ITACT,66D,1,1
306,NDPS,20,1,1
307,IPC,498A,1,1
308,IPC,379,1,1
309,IPC,379A,1,1
310,IPC,302,1,1
311,IPC,457,1,1
312,NDPS,20,1,1
313,IPC,392,1,1
314,IPC,379,1,1
315,IPC,363,1,1
316,ITACT,66D,1,1
317,NDPS,20,1,1
318,IPC,457,1,1
319,ITACT,66D,1,1
320,IPC,457,1,1
321,IPC,379,1,1
322,IPC,323,1,1
323,ITACT,66D,1,1
324,IPC,457,1,1
325,IPC,498A,1,1
326,IPC,498A,1,1
327,ITACT,66D,1,1
328,IPC,379,1,1
329,ITACT,66D,1,1
330,IPC,323,1,1
331,IPC,379,1,1
332,IPC,379,1,1
333,IPC,457,1,1
334,ITACT,66D,1,1
335,ITACT,66D,1,1
336,ITACT,66D,1,1
337,IPC,457,1,1
338,IPC,363,1,1
339,IPC,379,1,1
340,IPC,379,1,1
341,IPC,392,1,1
342,IPC,302,1,1
343,IPC,379A,1,1
344,IPC,498A,1,1
345,IPC,498A,1,1
346,IPC,379,1,1
347,IPC,302,1,1
348,IPC,379A,1,1
349,IPC,302,1,1
350,IPC,384,1,1
351,IPC,457,1,1
352,IPC,457,1,1
353,IPC,323,1,1
354,IPC,498A,1,1
355,NDPS,20,1,1
356,IPC,498A,1,1
357,IPC,379,1,1
358,IPC,392,1,1
359,IPC,457,1,1
360,IPC,379,1,1
361,IPC,302,1,1
362,ITACT,66D,1,1
363,NDPS,20,1,1
364,IPC,379,1,1
365,IPC,457,1,1
366,IPC,302,1,1
367,ITACT,66D,1,1
368,IPC,457,1,1
369,IPC,302,1,1
370,IPC,379,1,1
371,IPC,379,1,1
372,ITACT,66D,1,1
373,IPC,379,1,1
374,IPC,323,1,1
375,IPC,392,1,1
376,IPC,323,1,1
377,ITACT,66D,1,1
378,IPC,392,1,1
379,ITACT,66D,1,1
380,NDPS,20,1,1
381,IPC,498A,1,1
382,ITACT,66D,1,1
383,ITACT,66D,1,1
384,IPC,323,1,1
385,NDPS,20,1,1
386,IPC,302,1,1
387,IPC,323,1,1
388,ITACT,66D,1,1
389,IPC,392,1,1
390,IPC,379A,1,1
391,IPC,323,1,1
392,IPC,323,1,1
393,ITACT,66D,1,1
394,NDPS,20,1,1
395,IPC,379A,1,1
396,IPC,379A,1,1
397,IPC,498A,1,1
398,IPC,379,1,1
399,IPC,379A,1,1
400,IPC,379,1,1
401,IPC,379A,1,1
402,IPC,379A,1,1
403,IPC,379,1,1
404,IPC,302,1,1
405,ITACT,66D,1,1
406,IPC,323,1,1
407,IPC,498A,1,1
408,IPC,379,1,1
409,IPC,457,1,1
410,IPC,323,1,1
411,IPC,498A,1,1
412,IPC,379,1,1
413,IPC,379,1,1
414,NDPS,20,1,1
415,IPC,457,1,1
416,ITACT,66D,1,1
417,IPC,323,1,1
418,IPC,323,1,1
419,IPC,323,1,1
420,IPC,379,1,1
421,ITACT,66D,1,1
422,ITACT,66D,1,1
423,NDPS,20,1,1
424,IPC,457,1,1
425,IPC,379,1,1
426,IPC,323,1,1
427,IPC,498A,1,1
428,ITACT,66D,1,1
429,IPC,498A,1,1
430,IPC,498A,1,1
431,IPC,379A,1,1
432,IPC,323,1,1
433,ITACT,66D,1,1
434,IPC,323,1,1
435,IPC,457,1,1
436,NDPS,20,1,1
437,NDPS,20,1,1
438,IPC,498A,1,1
439,IPC,457,1,1
440,NDPS,20,1,1
441,IPC,457,1,1
442,IPC,323,1,1
443,ITACT,66D,1,1
444,IPC,379,1,1
445,IPC,379,1,1
446,IPC,498A,1,1
447,IPC,379,1,1
448,IPC,379,1,1
449,IPC,457,1,1
450,IPC,379,1,1
451,IPC,379,1,1
452,IPC,392,1,1
453,IPC,379,1,1
454,NDPS,20,1,1
455,IPC,457,1,1
456,IPC,323,1,1
457,IPC,379,1,1
458,IPC,498A,1,1
459,ITACT,66D,1,1
460,NDPS,20,1,1
461,IPC,379,1,1
462,IPC,379,1,1
463,IPC,457,1,1
464,IPC,379A,1,1
465,IPC,498A,1,1
466,IPC,457,1,1
467,IPC,392,1,1
468,NDPS,20,1,1
469,IPC,379A,1,1
470,ITACT,66D,1,1
471,IPC,379A,1,1
472,IPC,379,1,1
473,IPC,379A,1,1
474,IPC,323,1,1
475,IPC,457,1,1
476,ITACT,66D,1,1
477,ITACT,66D,1,1
478,NDPS,20,1,1
479,IPC,302,1,1
480,IPC,379,1,1
481,IPC,379A,1,1
482,IPC,323,1,1
483,NDPS,20,1,1
484,ITACT,66D,1,1
485,IPC,379,1,1
486,NDPS,20,1,1
487,NDPS,20,1,1
488,IPC,379A,1,1
489,IPC,457,1,1
490,IPC,323,1,1
491,NDPS,20,1,1
492,IPC,379,1,1
493,IPC,379,1,1
494,IPC,379A,1,1
495,IPC,302,1,1
496,NDPS,20,1,1
497,IPC,498A,1,1
498,ITACT,66D,1,1
499,IPC,498A,1,1
500,IPC,302,1,1
501,ITACT,66D,1,1
502,NDPS,20,1,1
503,ITACT,66D,1,1
504,IPC,392,1,1
505,NDPS,20,1,1
506,ITACT,66D,1,1
507,ITACT,66D,1,1
508,ITACT,66D,1,1
509,ITACT,66D,1,1
510,IPC,379,1,1
511,ITACT,66D,1,1
512,IPC,323,1,1
513,IPC,323,1,1
514,IPC,457,1,1
515,NDPS,20,1,1
516,NDPS,20,1,1
517,IPC,379,1,1
518,IPC,323,1,1
519,IPC,379A,1,1
520,IPC,379,1,1
521,IPC,379A,1,1
522,IPC,392,1,1
523,ITACT,66D,1,1
524,NDPS,20,1,1
525,IPC,302,1,1
526,ITACT,66D,1,1
527,IPC,302,1,1
528,IPC,302,1,1
529,IPC,379,1,1
530,IPC,457,1,1
531,IPC,392,1,1
532,ITACT,66D,1,1
533,IPC,498A,1,1
534,IPC,323,1,1
535,IPC,302,1,1
536,NDPS,20,1,1
537,IPC,363,1,1
538,IPC,457,1,1
539,IPC,323,1,1
540,IPC,392,1,1
541,IPC,498A,1,1
542,IPC,323,1,1
543,IPC,457,1,1
544,IPC,457,1,1
545,IPC,302,1,1
546,IPC,498A,1,1
547,IPC,498A,1,1
548,IPC,498A,1,1
549,IPC,392,1,1
550,IPC,379,1,1
551,IPC,498A,1,1
552,IPC,302,1,1
553,IPC,457,1,1
554,ITACT,66D,1,1
555,IPC,498A,1,1
556,IPC,379A,1,1
557,IPC,384,1,1
558,IPC,379,1,1
559,IPC,379,1,1
560,IPC,392,1,1
561,IPC,379,1,1
562,IPC,457,1,1
563,IPC,379A,1,1
564,IPC,379A,1,1
565,IPC,323,1,1
566,ITACT,66D,1,1
567,IPC,498A,1,1
568,IPC,392,1,1
569,IPC,457,1,1
570,IPC,384,1,1
571,IPC,379,1,1
572,IPC,457,1,1
573,IPC,323,1,1
574,IPC,363,1,1
575,IPC,379A,1,1
576,IPC,498A,1,1
577,IPC,498A,1,1
578,IPC,498A,1,1
579,IPC,457,1,1
580,ITACT,66D,1,1
581,IPC,457,1,1
582,ITACT,66D,1,1
583,ITACT,66D,1,1
584,IPC,457,1,1
585,ITACT,66D,1,1
586,IPC,392,1,1
587,ITACT,66D,1,1
588,IPC,457,1,1
589,IPC,379A,1,1
590,IPC,379,1,1
591,NDPS,20,1,1
592,IPC,302,1,1
593,IPC,379A,1,1
594,ITACT,66D,1,1
595,NDPS,20,1,1
596,ITACT,66D,1,1
597,IPC,323,1,1
598,IPC,392,1,1
599,ITACT,66D,1,1
600,IPC,323,1,1
601,NDPS,20,1,1
602,IPC,457,1,1
603,IPC,457,1,1
604,IPC,379,1,1
605,IPC,379,1,1
606,IPC,379A,1,1
607,IPC,379,1,1
608,IPC,363,1,1
609,IPC,323,1,1
610,IPC,379,1,1
611,NDPS,20,1,1
612,IPC,457,1,1
613,IPC,392,1,1
614,IPC,498A,1,1
615,IPC,498A,1,1
616,ITACT,66D,1,1
617,IPC,323,1,1
618,ITACT,66D,1,1
619,IPC,498A,1,1
620,IPC,498A,1,1
621,IPC,392,1,1
622,IPC,323,1,1
623,IPC,323,1,1
624,IPC,323,1,1
625,IPC,457,1,1
626,IPC,457,1,1
627,ITACT,66D,1,1
628,IPC,392,1,1
629,IPC,392,1,1
630,IPC,379,1,1
631,IPC,457,1,1
632,IPC,379A,1,1
633,IPC,457,1,1
634,IPC,302,1,1
635,IPC,379,1,1
636,IPC,379A,1,1
637,IPC,379A,1,1
638,NDPS,20,1,1
639,IPC,379A,1,1
640,IPC,392,1,1
641,IPC,457,1,1
642,IPC,302,1,1
643,ITACT,66D,1,1
644,IPC,457,1,1
645,IPC,392,1,1
646,IPC,379A,1,1
647,IPC,379A,1,1
648,ITACT,66D,1,1
649,IPC,379,1,1
650,IPC,302,1,1
651,IPC,457,1,1
652,IPC,379A,1,1
653,ITACT,66D,1,1
654,IPC,498A,1,1
655,IPC,457,1,1
656,IPC,392,1,1
657,IPC,302,1,1
658,IPC,363,1,1
659,IPC,457,1,1
660,ITACT,66D,1,1
661,IPC,363,1,1
662,IPC,379A,1,1
663,IPC,498A,1,1
664,IPC,457,1,1
665,NDPS,20,1,1
666,IPC,379,1,1
667,ITACT,66D,1,1
668,IPC,392,1,1
669,IPC,457,1,1
670,IPC,498A,1,1
671,IPC,498A,1,1
672,IPC,379,1,1
673,IPC,379,1,1
674,IPC,363,1,1
675,IPC,498A,1,1
676,ITACT,66D,1,1
677,IPC,384,1,1
678,IPC,302,1,1
679,IPC,457,1,1
680,ITACT,66D,1,1
681,IPC,457,1,1
682,IPC,392,1,1
683,IPC,379A,1,1
684,IPC,498A,1,1
685,IPC,457,1,1
686,IPC,323,1,1
687,IPC,392,1,1
688,IPC,379,1,1
689,NDPS,20,1,1
690,IPC,379,1,1
691,IPC,379,1,1
692,ITACT,66D,1,1
693,ITACT,66D,1,1
694,IPC,379,1,1
695,IPC,323,1,1
696,IPC,457,1,1
697,IPC,379,1,1
698,IPC,457,1,1
699,IPC,323,1,1
700,IPC,392,1,1
701,IPC,457,1,1
702,ITACT,66D,1,1
703,IPC,498A,1,1
704,IPC,457,1,1
705,IPC,379,1,1
706,IPC,379A,1,1
707,NDPS,20,1,1
708,IPC,457,1,1
709,IPC,323,1,1
710,NDPS,20,1,1
711,IPC,392,1,1
712,IPC,457,1,1
713,IPC,392,1,1
714,IPC,457,1,1
715,ITACT,66D,1,1
716,IPC,384,1,1
717,IPC,323,1,1
718,ITACT,66D,1,1
719,IPC,379,1,1
720,ITACT,66D,1,1
721,ITACT,66D,1,1
722,ITACT,66D,1,1
723,IPC,457,1,1
724,IPC,323,1,1
725,IPC,323,1,1
726,IPC,498A,1,1
727,IPC,323,1,1
728,ITACT,66D,1,1
729,IPC,379,1,1
730,IPC,323,1,1
731,IPC,379,1,1
732,IPC,392,1,1
733,IPC,379A,1,1
734,ITACT,66D,1,1
735,ITACT,66D,1,1
736,IPC,498A,1,1
737,IPC,379A,1,1
738,IPC,379,1,1
739,IPC,392,1,1
740,IPC,302,1,1
741,IPC,323,1,1
742,IPC,379A,1,1
743,NDPS,20,1,1
744,ITACT,66D,1,1
745,IPC,457,1,1
746,IPC,379,1,1
747,IPC,498A,1,1
748,IPC,457,1,1
749,IPC,363,1,1
750,IPC,457,1,1
751,NDPS,20,1,1
752,IPC,457,1,1
753,ITACT,66D,1,1
754,ITACT,66D,1,1
755,IPC,498A,1,1
756,IPC,457,1,1
757,IPC,323,1,1
758,ITACT,66D,1,1
759,IPC,379,1,1
760,IPC,323,1,1
761,IPC,379A,1,1
762,ITACT,66D,1,1
763,IPC,379,1,1
764,IPC,498A,1,1
765,IPC,379,1,1
766,ITACT,66D,1,1
767,IPC,323,1,1
768,IPC,392,1,1
769,IPC,379,1,1
770,IPC,392,1,1
771,IPC,323,1,1
772,IPC,363,1,1
773,ITACT,66D,1,1
774,NDPS,20,1,1
775,IPC,379,1,1
776,IPC,379,1,1
777,IPC,323,1,1
778,ITACT,66D,1,1
779,ITACT,66D,1,1
780,IPC,457,1,1
781,IPC,302,1,1
782,NDPS,20,1,1
783,IPC,323,1,1
784,IPC,392,1,1
785,NDPS,20,1,1
786,IPC,379A,1,1
787,IPC,379,1,1
788,ITACT,66D,1,1
789,IPC,379,1,1
790,NDPS,20,1,1
791,IPC,457,1,1
792,IPC,379,1,1
793,IPC,323,1,1
794,IPC,363,1,1
795,IPC,323,1,1
796,IPC,363,1,1
797,ITACT,66D,1,1
798,IPC,363,1,1
799,IPC,379A,1,1
800,IPC,379,1,1
801,IPC,323,1,1
802,IPC,323,1,1
803,NDPS,20,1,1
804,IPC,392,1,1
805,ITACT,66D,1,1
806,ITACT,66D,1,1
807,ITACT,66D,1,1
808,IPC,392,1,1
809,IPC,302,1,1
810,NDPS,20,1,1
811,IPC,379,1,1
812,IPC,392,1,1
813,IPC,457,1,1
814,ITACT,66D,1,1
815,IPC,363,1,1
816,IPC,379A,1,1
817,IPC,392,1,1
818,ITACT,66D,1,1
819,IPC,498A,1,1
820,IPC,457,1,1
821,IPC,498A,1,1
822,IPC,457,1,1
823,IPC,457,1,1
824,IPC,392,1,1
825,IPC,379,1,1
826,IPC,379,1,1
827,IPC,379,1,1
828,IPC,379,1,1
829,IPC,392,1,1
830,IPC,498A,1,1
831,IPC,379,1,1
832,IPC,379A,1,1
833,IPC,457,1,1
834,IPC,457,1,1
835,IPC,392,1,1
836,IPC,379A,1,1
837,IPC,323,1,1
838,IPC,379,1,1
839,IPC,379,1,1
840,IPC,323,1,1
841,IPC,379,1,1
842,ITACT,66D,1,1
843,IPC,457,1,1
844,IPC,323,1,1
845,ITACT,66D,1,1
846,IPC,498A,1,1
847,IPC,498A,1,1
848,IPC,498A,1,1
849,NDPS,20,1,1
850,IPC,379A,1,1
851,ITACT,66D,1,1
852,IPC,323,1,1
853,ITACT,66D,1,1
854,IPC,379A,1,1
855,IPC,457,1,1
856,IPC,457,1,1
857,NDPS,20,1,1
858,IPC,392,1,1
859,IPC,379,1,1
860,ITACT,66D,1,1
861,IPC,498A,1,1
862,IPC,363,1,1
863,NDPS,20,1,1
864,IPC,498A,1,1
865,IPC,323,1,1
866,IPC,392,1,1
867,IPC,457,1,1
868,IPC,379,1,1
869,IPC,323,1,1
870,IPC,498A,1,1
871,IPC,498A,1,1
872,IPC,457,1,1
873,IPC,498A,1,1
874,IPC,302,1,1
875,IPC,498A,1,1
876,IPC,498A,1,1
877,ITACT,66D,1,1
878,IPC,379,1,1
879,IPC,392,1,1
880,NDPS,20,1,1
881,IPC,498A,1,1
882,ITACT,66D,1,1
883,ITACT,66D,1,1
884,IPC,498A,1,1
885,IPC,379,1,1
886,NDPS,20,1,1
887,NDPS,20,1,1
888,IPC,323,1,1
889,IPC,379,1,1
890,IPC,498A,1,1
891,IPC,323,1,1
892,IPC,323,1,1
893,IPC,498A,1,1
894,IPC,379,1,1
895,IPC,379,1,1
896,NDPS,20,1,1
897,IPC,302,1,1
898,IPC,392,1,1
899,IPC,323,1,1
900,IPC,457,1,1
901,IPC,323,1,1
902,IPC,457,1,1
903,IPC,498A,1,1
904,IPC,498A,1,1
905,IPC,323,1,1
906,IPC,457,1,1
907,IPC,498A,1,1
908,IPC,457,1,1
909,NDPS,20,1,1
910,IPC,323,1,1
911,ITACT,66D,1,1
912,IPC,323,1,1
913,IPC,302,1,1
914,IPC,379,1,1
915,IPC,323,1,1
916,NDPS,20,1,1
917,IPC,323,1,1
918,ITACT,66D,1,1
919,IPC,498A,1,1
920,ITACT,66D,1,1
921,IPC,323,1,1
922,IPC,392,1,1
923,IPC,498A,1,1
924,IPC,323,1,1
925,IPC,457,1,1
926,IPC,457,1,1
927,IPC,498A,1,1
928,ITACT,66D,1,1
929,ITACT,66D,1,1
930,IPC,498A,1,1
931,IPC,379A,1,1
932,ITACT,66D,1,1
933,IPC,379A,1,1
934,IPC,379,1,1
935,NDPS,20,1,1
936,IPC,379,1,1
937,ITACT,66D,1,1
938,IPC,379,1,1
939,IPC,498A,1,1
940,IPC,379,1,1
941,IPC,379A,1,1
942,IPC,302,1,1
943,IPC,323,1,1
944,IPC,498A,1,1
945,IPC,457,1,1
946,NDPS,20,1,1
947,IPC,323,1,1
948,IPC,379,1,1
949,IPC,302,1,1
950,IPC,384,1,1
951,IPC,392,1,1
952,IPC,498A,1,1
953,IPC,379,1,1
954,IPC,498A,1,1
955,IPC,379A,1,1
956,IPC,323,1,1
957,IPC,457,1,1
958,ITACT,66D,1,1
959,ITACT,66D,1,1
960,IPC,323,1,1
961,IPC,379,1,1
962,NDPS,20,1,1
963,NDPS,20,1,1
964,IPC,323,1,1
965,IPC,302,1,1
966,IPC,498A,1,1
967,IPC,457,1,1
968,IPC,323,1,1
969,NDPS,20,1,1
970,IPC,323,1,1
971,ITACT,66D,1,1
972,IPC,498A,1,1
973,IPC,323,1,1
974,IPC,379,1,1
975,ITACT,66D,1,1
976,IPC,457,1,1
977,ITACT,66D,1,1
978,IPC,498A,1,1
979,ITACT,66D,1,1
980,IPC,457,1,1
981,IPC,302,1,1
982,IPC,379,1,1
983,IPC,457,1,1
984,IPC,457,1,1
985,ITACT,66D,1,1
986,IPC,392,1,1
987,IPC,323,1,1
988,ITACT,66D,1,1
989,IPC,302,1,1
990,IPC,323,1,1
991,IPC,392,1,1
992,IPC,379A,1,1
993,IPC,379,1,1
994,IPC,498A,1,1
995,IPC,379,1,1
996,IPC,302,1,1
997,ITACT,66D,1,1
998,ITACT,66D,1,1
999,IPC,302,1,1
1000,IPC,457,1,1
1001,IPC,379A,1,1
1002,ITACT,66D,1,1
1003,IPC,498A,1,1
1004,NDPS,20,1,1
1005,IPC,379,1,1
1006,IPC,379A,1,1
1007,ITACT,66D,1,1
1008,IPC,457,1,1
1009,IPC,379A,1,1
1010,IPC,379A,1,1
1011,NDPS,20,1,1
1012,IPC,384,1,1
1013,IPC,392,1,1
1014,IPC,379,1,1
1015,NDPS,20,1,1
1016,IPC,379,1,1
1017,IPC,457,1,1
1018,IPC,392,1,1
1019,IPC,323,1,1
1020,IPC,379,1,1
1021,ITACT,66D,1,1
1022,IPC,498A,1,1
1023,ITACT,66D,1,1
1024,IPC,457,1,1
1025,IPC,379,1,1
1026,IPC,323,1,1
1027,IPC,379,1,1
1028,IPC,379A,1,1
1029,IPC,379A,1,1
1030,IPC,392,1,1
1031,IPC,379,1,1
1032,NDPS,20,1,1
1033,ITACT,66D,1,1
1034,IPC,498A,1,1
1035,IPC,384,1,1
1036,IPC,498A,1,1
1037,IPC,379,1,1
1038,IPC,457,1,1
1039,IPC,379,1,1
1040,IPC,392,1,1
1041,ITACT,66D,1,1
1042,IPC,457,1,1
1043,IPC,323,1,1
1044,IPC,392,1,1
1045,IPC,379,1,1
1046,ITACT,66D,1,1
1047,IPC,457,1,1
1048,IPC,363,1,1
1049,IPC,498A,1,1
1050,NDPS,20,1,1
1051,IPC,498A,1,1
1052,IPC,379,1,1
1053,ITACT,66D,1,1
1054,IPC,457,1,1
1055,IPC,379,1,1
1056,ITACT,66D,1,1
1057,IPC,384,1,1
1058,IPC,323,1,1
1059,NDPS,20,1,1
1060,IPC,392,1,1
1061,IPC,457,1,1
1062,IPC,363,1,1
1063,IPC,302,1,1
1064,ITACT,66D,1,1
1065,IPC,379,1,1
1066,ITACT,66D,1,1
1067,IPC,379,1,1
1068,ITACT,66D,1,1
1069,IPC,379,1,1
1070,IPC,498A,1,1
1071,IPC,498A,1,1
1072,IPC,379,1,1
1073,IPC,498A,1,1
1074,NDPS,20,1,1
1075,IPC,379,1,1
1076,ITACT,66D,1,1
1077,IPC,457,1,1
1078,IPC,498A,1,1
1079,IPC,392,1,1
1080,IPC,379,1,1
1081,IPC,379,1,1
1082,IPC,379A,1,1
1083,IPC,498A,1,1
1084,IPC,379,1,1
1085,IPC,457,1,1
1086,IPC,498A,1,1
1087,IPC,457,1,1
1088,IPC,323,1,1
1089,IPC,379A,1,1
1090,IPC,379A,1,1
1091,IPC,379A,1,1
1092,IPC,302,1,1
1093,NDPS,20,1,1
1094,ITACT,66D,1,1
1095,IPC,457,1,1
1096,IPC,323,1,1
1097,NDPS,20,1,1
1098,IPC,457,1,1
